project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0550,OCGen Module Mooring,PRIMRE,,OCGen,Ocean Renewable Power Company,OCGen Power System,United States,,tidal,yes,,,"Cobscook Bay, Maine",,,44.9108,-67.0440,PRIMRE,,,,,,,,PRIMRE,,OCGen Module Mooring,PRIMRE record,Inactive,Sub-scale,https://orpc.co/in-development/,PRIMRE only: not named in the reports,"its device 'OCGen Power System' is named in the reports (2013-2013), perhaps for another deployment"
P0551,OE-12 in Galway Bay,PRIMRE,,~OE12 | OE-12,Ocean Energy,OE12,Ireland,,wave,yes,galway_bay,,Galway Bay,500,PRIMRE,53.23,-9.27,test site,,,,,,,,PRIMRE,,OE-12 in Galway Bay,PRIMRE record,Inactive,Sub-scale,https://oceanenergy.ie/oe-buoy/,PRIMRE only: not named in the reports,
P0552,OE35 in Kaneohe Bay,PRIMRE,,OE35,Ocean Energy,OE35,United States,,wave,yes,,,"Kaneohe Bay, Oahu, Hawaii",1250,PRIMRE,21.4715,-157.7541,PRIMRE,,,,,,,,PRIMRE,,OE35 in Kaneohe Bay,PRIMRE record,Inactive,Full-scale,https://oceanenergy.ie/oe-buoy/,PRIMRE only: not named in the reports,
P0553,OHT InfinityWEC Program,PRIMRE,,InfinityWEC,Ocean Harvesting Technologies,InfinityWEC,Sweden,,wave,yes,,,Skagerrak Strait,500,PRIMRE,58.1864,10.6467,PRIMRE,,,,,,,,PRIMRE,,OHT InfinityWEC Program,PRIMRE record,Inactive,Sub-scale,https://oceanharvesting.com/projects/,PRIMRE only: not named in the reports,"its device 'InfinityWEC' is named in the reports (2019-2025), perhaps for another deployment"
P0554,OIST Maldives Demonstration,PRIMRE,,OIST Maldives | ~OIST WEC-units,Okinawa Institute of Science and Technology Graduate University,OIST WEC-units,Maldives,,wave,yes,,,"Indian Ocean, Kandooma",18.6,PRIMRE,3.9508,73.4926,PRIMRE,,,,,,,,PRIMRE,,OIST Maldives Demonstration,PRIMRE record,Inactive,Full-scale,https://groups.oist.jp/qwmu/oist-wave-energy-project,PRIMRE only: not named in the reports,
P0555,OIST Okinawa Demonstration,PRIMRE,,OIST Okinawa | ~OIST WEC-units,Okinawa Institute of Science and Technology Graduate University,OIST WEC-units,Japan,,wave,yes,,,Port of Seragaki,10,PRIMRE,26.5355,127.9359,PRIMRE,,,,,,,,PRIMRE,,OIST Okinawa Demonstration,PRIMRE record,Inactive,Full-scale,https://www.oist.jp/news-center/news/2019/7/23/wave-energy-turbine-installed-okinawa-shoreline,PRIMRE only: not named in the reports,
P0556,OPALCO Tidal Energy Pilot Project,PRIMRE,,OPALCO,Orcas Power & Light Coop,Orbital Marine Power O2,United States,,tidal,yes,,,"Rosario Strait, Blakley Island, Washington",2000,PRIMRE,48.5604,-122.7623,PRIMRE,,,,,,,,PRIMRE,,OPALCO Tidal Energy Pilot Project,PRIMRE record,Active,Full-scale,https://www.opalco.com/tidal-energy-pilot-project/2024/10/,PRIMRE only: not named in the reports,
P0557,OUC Multi-heaving-buoys WEC - Zhaitang Island,PRIMRE,,OUC Multi-heaving-buoys,Ocean University of China,OUC Multi-heaving-buoys WEC,China,,wave,yes,,,"Yellow Sea, China",10,PRIMRE,35.6094,119.9772,PRIMRE,,,,,,,,PRIMRE,,OUC Multi-heaving-buoys WEC - Zhaitang Island,PRIMRE record,Inactive,Full-scale,https://tethys-engineering.pnnl.gov/publications/study-energy-conversion-storage-system-prototype-buoys-array-wave-energy-converter,PRIMRE only: not named in the reports,
P0559,Ocean Motion Puget Sound Pilot,PRIMRE,,~OMT S-WEC | Ocean Motion Puget Sound,Ocean Motion Technologies,OMT S-WEC,United States,,wave,yes,,,Puget Sound,0.4,PRIMRE,48.1336,-122.3826,PRIMRE,,,,,,,,PRIMRE,,Ocean Motion Puget Sound Pilot,PRIMRE record,Inactive,Full-scale,https://www.oceanmotion.tech/news.html#:~:text=Ocean_Motion_Technologies successfully_conducted_a_commercial_deployment_in_Seattle_Washington,PRIMRE only: not named in the reports,
P0560,Ocean-2 Puget Sound Trial,PRIMRE,,Ocean-2,Panthalassa,Ocean-2,United States,,wave,yes,,,Puget Sound,500,PRIMRE,47.9970,-122.2480,PRIMRE,,,,,,,,PRIMRE,,Ocean-2 Puget Sound Trial,PRIMRE record,Inactive,Full-scale,https://gigascale.com/profiles/panthalassa-harnessing-ocean-power/,PRIMRE only: not named in the reports,"its device 'Ocean-2' is named in the reports (2024-2024), perhaps for another deployment"
P0561,OceanMill - Westerschelde,PRIMRE,,OceanMill,IHC Tidal Energy,OceanMill,Netherlands,,tidal,yes,,,North Sea,30,PRIMRE,51.3929,3.9657,PRIMRE,,,,,,,,PRIMRE,,OceanMill - Westerschelde,PRIMRE record,Inactive,Sub-scale,"https://www.renewableenergyworld.com/wind-power/offshore/new-hydro-485/#:~:text=Ecofys_completes_installation_of_30-kW_unit_in,30-kW_Wave_Rotor_demonstration_unit_in_the",PRIMRE only: not named in the reports,
P0562,Oceanlinx MK1,PRIMRE,,Oceanlinx MK1,Oceanlinx,Oceanlinx MK1,Australia,,wave,yes,,,Port Kembla Harbour,500,PRIMRE,-34.5107,150.9902,PRIMRE,,,,,,,,PRIMRE,,Oceanlinx MK1,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/project-sites/oceanlinx-mk1,PRIMRE only: not named in the reports,
P0563,Oceanlinx MK2,PRIMRE,,Oceanlinx MK2,Oceanlinx,Oceanlinx MK2,Australia,,wave,yes,,,Port Kembla Harbour,600,PRIMRE,-34.4927,150.9833,PRIMRE,,,,,,,,PRIMRE,,Oceanlinx MK2,PRIMRE record,Inactive,Sub-scale,https://tethys.pnnl.gov/project-sites/oceanlinx-mk2,PRIMRE only: not named in the reports,
P0564,Oceanlinx MK3,PRIMRE,,Oceanlinx MK3,Oceanlinx,Oceanlinx MK3,Australia,,wave,yes,,,Port Kembla Harbour,15,PRIMRE,-34.4871,150.9325,PRIMRE,,,,,,,,PRIMRE,,Oceanlinx MK3,PRIMRE record,Inactive,Sub-scale,https://www.osti.gov/servlets/purl/1134548,PRIMRE only: not named in the reports,
P0565,Okinawa OTEC Demonstration,annual reports,,~Okinawa,IHI Corporation,Okinawa Rankine OTEC,Japan,,OTEC,yes,okinawa_otec,,Kume Island,100,PRIMRE,26.34,126.8,test site,2022,2022,2022,,,name search for 'Okinawa OTEC Demonstration' (unverified),,PRIMRE,,Okinawa OTEC Demonstration,PRIMRE record,Active,Full-scale,http://otecokinawa.com/en/Project/index.html,reviewed 2026-09-24: PRIMRE project named in the reports as 'Okinawa OTEC Demonstration' (2022-2022); not in the Pilot years,PRIMRE project record for a test site / demonstration zone
P0566,Oneka Algarrobo Chile Test,PRIMRE,,~Oneka P-class | Oneka Algarrobo Chile,Oneka Technologies,Oneka P-class,Chile,,wave,yes,,,Algarrobo,,,-33.3596,-71.6862,PRIMRE,,,,,,,,PRIMRE,,Oneka Algarrobo Chile Test,PRIMRE record,Inactive,Full-scale,https://www.offshore-energy.biz/oneka-sets-foot-in-chile-with-wave-powered-desalination-technology/,PRIMRE only: not named in the reports,
P0567,Oneka City of Fort Bragg Desalination,PRIMRE,,Oneka City | ~Oneka Iceberg-class,Oneka Technologies,Oneka Iceberg-class,United States,,wave,yes,,,"Fort Bragg Coast, California",,,39.4695,-124.1129,PRIMRE,,,,,,,,PRIMRE,,Oneka City of Fort Bragg Desalination,PRIMRE record,Active,Full-scale,https://www.onekawater.com/the-city-of-fort-bragg-and-oneka-technologies-partner-to-deploy-the-first-wave-powered-desalination-demonstration-site-in-california/,PRIMRE only: not named in the reports,
P0568,Oneka Glacier Project,PRIMRE,,Oneka Glacier | ~Oneka Iceberg-class,Oneka Technologies,Oneka Iceberg-class,Canada,,wave,yes,,,Strait of Barrington,,,43.4570,-65.5833,PRIMRE,,,,,,,,PRIMRE,,Oneka Glacier Project,PRIMRE record,Active,Full-scale,https://oceansupercluster.ca/oneka-glacier-project/,PRIMRE only: not named in the reports,
P0569,Onshore Oscillating Buoy in Shanwei City,PRIMRE,,Onshore Oscillating Buoy | OnShore Oscillating Buoy,Guangzhou Institute of Energy Conversion,OnShore Oscillating Buoy,China,,wave,yes,,,South China Sea,50,PRIMRE,22.7091,115.4549,PRIMRE,,,,,,,,PRIMRE,,Onshore Oscillating Buoy in Shanwei City,PRIMRE record,Inactive,Full-scale,https://www.researchgate.net/publication/51902933_Wave_energy_technology_in_China,PRIMRE only: not named in the reports,"its device 'OnShore Oscillating Buoy' is named in the reports (2006-2007), perhaps for another deployment"
P0571,Open Sea Lab,PRIMRE,,~PB3 PowerBuoy,Energia Marina SpA,PB3 PowerBuoy,Chile,,wave,yes,,,Las Cruces,15,PRIMRE,-33.5051,-71.6876,PRIMRE,,,,,,,,PRIMRE,,Open Sea Lab,PRIMRE record,Active,Full-scale,https://meric.cl/lab-en/,PRIMRE only: not named in the reports,"its device 'PB3 PowerBuoy' is named in the reports (2017-2022), perhaps for another deployment"
P0572,Orbital Marine Power Westray Tidal Array,PRIMRE,,~Orbital Marine Power O2 | Orbital Marine Power Westray,Orbital Marine Power,Orbital Marine Power O2,United Kingdom,,tidal,yes,,,"Westray Firth, Orkney Islands",170000,PRIMRE,59.1684,-2.8651,PRIMRE,,,,,,,,PRIMRE,,Orbital Marine Power Westray Tidal Array,PRIMRE record,Active,Full-scale,https://orbitalwestray.com/,PRIMRE only: not named in the reports,
P0573,P154 Guinard Demo,PRIMRE,,P154,Guinard Energies Nouvelles,P154,France,,tidal,yes,,,"Ria d'Etel, Brittany",20,PRIMRE,47.6584,-3.2022,PRIMRE,,,,,,,,PRIMRE,,P154 Guinard Demo,PRIMRE record,Inactive,Full-scale,https://www.offshore-energy.biz/guinard-energies-to-power-french-oyster-farm-with-tidal-turbine/,PRIMRE only: not named in the reports,
P0574,PB150 Off Coast of Invergordon,PRIMRE,,~PB150 PowerBuoy,Ocean Power Technologies,PB150 PowerBuoy,United Kingdom,,wave,yes,,,Cromarty Firth,150,PRIMRE,57.6719,-3.9184,PRIMRE,,,,,,,,PRIMRE,,PB150 Off Coast of Invergordon,PRIMRE record,Inactive,Full-scale,https://www.greencarcongress.com/2011/02/opt-20110228.html,PRIMRE only: not named in the reports,"its device 'PB150 PowerBuoy' is named in the reports (2010-2011), perhaps for another deployment"
P0575,PB3 Kozu-shima Island Demonstration,PRIMRE,,~PB3 PowerBuoy,"Ocean Power Technologies,Mitsui Engineering & Services for Evolution & Sustainability",PB3 PowerBuoy,Japan,,wave,yes,,,Off Coast of Kozu-shima Island,3,PRIMRE,34.2062,139.1415,PRIMRE,,,,,,,,PRIMRE,,PB3 Kozu-shima Island Demonstration,PRIMRE record,Inactive,Full-scale,,PRIMRE only: not named in the reports,"its device 'PB3 PowerBuoy' is named in the reports (2017-2022), perhaps for another deployment"
P0576,PB40 at Atlantic City,PRIMRE,,PB40,Ocean Power Technologies,PB40 PowerBuoy,United States,,wave,yes,,,Atlantic Ocean,40,PRIMRE,39.4300,-74.1938,PRIMRE,,,,,,,,PRIMRE,,PB40 at Atlantic City,PRIMRE record,Inactive,Full-scale,https://web.archive.org/web/20121022101707/http://www.oceanpowertechnologies.com/ac.html,PRIMRE only: not named in the reports,test site link to amec removed: matched on a shared place word only
P0577,Pangasinan Energy Island Plant,PRIMRE,,Pangasinan Energy Island,Energy Island Ltd,,Philippines,,OTEC,yes,,,Off the coast of Pangasinan,100000,PRIMRE,15.7302,119.8055,PRIMRE,,,,,,,,PRIMRE,,Pangasinan Energy Island Plant,PRIMRE record,Inactive,Full-scale,http://www.energyisland.com/projects/philippines.html,PRIMRE only: not named in the reports,
P0578,Pendulor WEC - Mashike Port,PRIMRE,,Pendulor,Muroran Institute of technology,Muroran Institute of technology - Pendulor WEC,Japan,,wave,yes,,,Sea of Japan,20,PRIMRE,43.8783,141.5131,PRIMRE,,,,,,,,PRIMRE,,Pendulor WEC - Mashike Port,PRIMRE record,Inactive,Full-scale,https://onepetro.org/ISOPEPACOMS/proceedings-abstract/PACOMS90/All-PACOMS90/26240,PRIMRE only: not named in the reports,
P0579,Pendulor WEC - Muroran Port 1,PRIMRE,,Pendulor,Muroran Institute of technology,Muroran Institute of technology - Pendulor WEC,Japan,,wave,yes,,,"Uchiura Bay, Japan",5,PRIMRE,42.3276,140.8114,PRIMRE,,,,,,,,PRIMRE,,Pendulor WEC - Muroran Port 1,PRIMRE record,Inactive,Full-scale,https://onepetro.org/ISOPEPACOMS/proceedings-abstract/PACOMS90/All-PACOMS90/26240,PRIMRE only: not named in the reports,
P0580,Pendulor WEC - Muroran Port 2,PRIMRE,,Pendulor,Muroran Institute of technology,Muroran Institute of technology - Pendulor WEC,Japan,,wave,yes,,,"Uchiura Bay, Japan",5,PRIMRE,42.3276,140.8114,PRIMRE,,,,,,,,PRIMRE,,Pendulor WEC - Muroran Port 2,PRIMRE record,Inactive,Full-scale,https://icce-ojs-tamu.tdl.org/icce/article/view/5573,PRIMRE only: not named in the reports,
P0581,Pendulor WEC - Muroran Port 3,PRIMRE,,Pendulor,Muroran Institute of technology,Muroran Institute of technology - Pendulor WEC,Japan,,wave,yes,,,"Uchiura Bay, Japan",5,PRIMRE,42.3276,140.8114,PRIMRE,,,,,,,,PRIMRE,,Pendulor WEC - Muroran Port 3,PRIMRE record,Inactive,Full-scale,https://onepetro.org/ISOPEIOPEC/proceedings-abstract/ISOPE99/All-ISOPE99/24696,PRIMRE only: not named in the reports,
P0583,Pennamaquan Project,PRIMRE,,~Alstom,Halcyon Tidal Power LLC,Alstom Power bulb turbine,United States,,tidal,yes,,,"Pennamaquan Estuary in the Bay of Fundy, Maine",25600,PRIMRE,44.9063,-67.0658,PRIMRE,,,,,,,,PRIMRE,,Pennamaquan Project,PRIMRE record,Inactive,Full-scale,https://www.offshore-energy.biz/pennamaquan-tidal-project-moves-forward/,PRIMRE only: not named in the reports,
P0584,Perpetuus Tidal Energy Centre (PTEC),annual reports,,~Orbital Marine Power O2,Perpetuus Tidal Energy Centre Ltd,Orbital Marine Power O2,United Kingdom,,tidal,yes,ptec,,Isle of Wright,20000,PRIMRE,50.54,-1.3,test site,2020,2025,2020; 2021; 2022; 2023; 2024; 2025,,,name search for 'Perpetuus Tidal Energy Centre (PTEC)' (unverified),,PRIMRE,,Perpetuus Tidal Energy Centre (PTEC),PRIMRE record,Active,Full-scale,https://perpetuustidal.com/the-project-to-date/timeline/,reviewed 2026-09-24: PRIMRE project named in the reports as 'Perpetuus Tidal Energy Centre (PTEC)' (2020-2025); not in the Pilot years,PRIMRE project record for a test site / demonstration zone
P0585,Perth Wave Energy Project PWEP,PRIMRE,,~Carnegie Clean Energy CETO | ~Carnegie Clean Energy CETO 5,Carnegie Clean Energy,Carnegie Clean Energy CETO 5,Australia,,wave,yes,,,"Offshore Rockingham, Garden Island",720,PRIMRE,-32.2364,115.6776,PRIMRE,,,,,,,,PRIMRE,,Perth Wave Energy Project PWEP,PRIMRE record,Inactive,Full-scale,https://www.carnegiece.com/portfolio/ceto-5-perth-wa/,PRIMRE only: not named in the reports,
P0586,Pioneer Wave Energy Converter v1 - Mid-Atlantic Bight,PRIMRE,,~Sandia Pioneer,Woods Hole Oceanographic Institution,Sandia Pioneer Wave Energy Converter,United States,,wave,yes,,,"Mid-Atlantic Bight, Atlantic Ocean",0.02,PRIMRE,35.8842,-75.1634,PRIMRE,,,,,,,,PRIMRE,,Pioneer Wave Energy Converter v1 - Mid-Atlantic Bight,PRIMRE record,Active,Full-scale,https://sandialabs.github.io/pioneer_wec_dashboard/#stats,PRIMRE only: not named in the reports,test site link to amec removed: matched on a shared place word only
P0587,Port Fairy Pilot Wave Energy Project,PRIMRE,,~Port Fairy,BioPower Systems Pty Ltd,BioPower Systems bioWAVE,Australia,,wave,yes,,,"Coast of Port Fairy, Victoria",250,PRIMRE,-38.4296,142.1874,PRIMRE,,,,,,,,PRIMRE,,Port Fairy Pilot Wave Energy Project,PRIMRE record,Inactive,Full-scale,https://www.power-technology.com/projects/port-fairy-pilot-wave-energy-project/,PRIMRE only: not named in the reports,
P0588,Port of Antwerp Hydroturbine,PRIMRE,,~Water2Energy VAWT | Port of Antwerp Hydroturbine,Water2Energy,Water2Energy VAWT,Belgium,,tidal,yes,,,Port of Antwerp,150,PRIMRE,51.3083,4.3378,PRIMRE,,,,,,,,PRIMRE,,Port of Antwerp Hydroturbine,PRIMRE record,Inactive,Full-scale,https://sustainableworldports.org/project/port-of-antwerp-hydro-turbine/,PRIMRE only: not named in the reports,
P0589,Port of Sakata Breakwater OWC,PRIMRE,,Sakata Breakwater,Japanese Ministry of Land Infrastructure Transport and Tourism,Sakata Breakwater OWC,Japan,,wave,yes,,,Sea of Japan,60,PRIMRE,38.9102,139.8226,PRIMRE,,,,,,,,PRIMRE,,Port of Sakata Breakwater OWC,PRIMRE record,Inactive,Sub-scale,https://energy.hawaii.gov/wp-content/uploads/2011/10/Wave-Energy-Resource-and-Economic-Assessment-for-the-State-of-Hawaii.pdf,PRIMRE only: not named in the reports,
P0590,Port of Sohar Pilot Tidal Energy Project,PRIMRE,,~EVG-005H | Port of Sohar,New Energy Corporation,EVG-005H,Oman,,tidal,yes,,,Port of Sohar,5,PRIMRE,24.4869,56.8813,PRIMRE,,,,,,,,PRIMRE,,Port of Sohar Pilot Tidal Energy Project,PRIMRE record,Inactive,Full-scale,https://majis.om/assets/,PRIMRE only: not named in the reports,
P0591,Portland Bill tidal site,PRIMRE,,Portland Bill,SIMEC Atlantis Energy,SAE SeaGen-U,United Kingdom,,tidal,yes,,,"Portland Bill, South of the Isle of Portland on the Dorset Coast",30000,PRIMRE,50.5083,-2.4421,PRIMRE,,,,,,,,PRIMRE,,Portland Bill tidal site,PRIMRE record,Inactive,Full-scale,https://interregtiger.com/download/tiger-site-report-isle-of-wight/,PRIMRE only: not named in the reports,
P0592,Portnahaven - LIMPET,PRIMRE,,Portnahaven,Voith Hydro Inc,Land Installed Marine Powered Energy Transformer LIMPET,United Kingdom,,wave,yes,,,"Claddach, north of Portnahaven",500,PRIMRE,55.6212,-6.3917,PRIMRE,,,,,,,,PRIMRE,,Portnahaven - LIMPET,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/sites/default/files/publications/Islay_LIMPET_Report.pdf,PRIMRE only: not named in the reports,
P0593,Poseidon Floating Power - Poseidon 37,PRIMRE,,Poseidon,Floating Power Plant AS,Floating Power Plant WECs,Denmark,,wave,yes,,,"Baltic Sea, near Lolland",50,PRIMRE,54.7826,11.4501,PRIMRE,,,,,,,,PRIMRE,,Poseidon Floating Power - Poseidon 37,PRIMRE record,Inactive,Sub-scale,https://www.knudehansen.com/wp-content/uploads/2017/10/Floating-Power-Plant-Poseidon-07064_10035.pdf,PRIMRE only: not named in the reports,
P0594,PowerPier Alesund,PRIMRE,,~Havkraft H-WEC | PowerPier Alesund,Havkraft AS,Havkraft H-WEC,Norway,,wave,yes,,,Ulsteinflåten,30,PRIMRE,62.3903,5.8526,PRIMRE,,,,,,,,PRIMRE,,PowerPier Alesund,PRIMRE record,Active,Full-scale,https://havkraft.no/projects/,PRIMRE only: not named in the reports,
P0595,Project Nepal Tocardo,PRIMRE,,Project Nepal Tocardo | ~Tocardo International T1,Tocardo International BV,Tocardo International T1 Turbine,Nepal,,tidal,yes,,,Koshi River,2500,PRIMRE,27.4162,86.7394,PRIMRE,,,,,,,,PRIMRE,,Project Nepal Tocardo,PRIMRE record,Inactive,Full-scale,https://www.nsenergybusiness.com/news/newstocardo-and-glow-tech-in-jv-for-turbine-production-in-nepal-2/,PRIMRE only: not named in the reports,
P0597,Pulse Stream 1200,PRIMRE,,~Pulse-Stream,Fraunhofer Institute for Energy Economics and Energy System Technology,Pulse-Stream,United Kingdom,,tidal,yes,,,,1200,PRIMRE,51.2860,-3.7344,PRIMRE,,,,,,,,PRIMRE,,Pulse Stream 1200,PRIMRE record,Inactive,Full-scale,https://cordis.europa.eu/project/id/239533,PRIMRE only: not named in the reports,"its device 'Pulse-Stream' is named in the reports (2011-2012), perhaps for another deployment"
P0598,Queenscliff Harbour Tidal Project,PRIMRE,,~Altum,Altum Green Energy,Altum 1.5,Australia,,tidal,yes,,,"Queenscliff Harbour, Victoria",450,PRIMRE,-38.2634,144.6692,PRIMRE,,,,,,,,PRIMRE,,Queenscliff Harbour Tidal Project,PRIMRE record,Active,Full-scale,https://timesnewsgroup.com.au/bellarinetimes/news/queenscliff-harbour-investigates-tidal-turbine-potential/,PRIMRE only: not named in the reports,
P0599,Quezon Wave Farm,PRIMRE,,Quezon,Energy Island Ltd,Energy Island Lilypad,Philippines,,wave,yes,,,Quezon,100,PRIMRE,14.1773,122.0687,PRIMRE,,,,,,,,PRIMRE,,Quezon Wave Farm,PRIMRE record,Inactive,Sub-scale,http://www.energyisland.com/projects/philippines.html,PRIMRE only: not named in the reports,
P0600,REAPower,PRIMRE,,REAPower | ~RED-Stack Blue,REDStack BV,RED-Stack Blue Energy,Italy,,salinity gradient,yes,,,Mediterranean Sea,,,40.1780,13.8534,PRIMRE,,,,,,,,PRIMRE,,REAPower,PRIMRE record,Inactive,Full-scale,https://www.reapower.eu/,PRIMRE only: not named in the reports,
P0602,Race Rocks Ecological Preserve,PRIMRE,,Race Rock | ~Race Rock Tidal Turbine,Clean Current,Race Rock Tidal Turbine,Canada,,tidal,yes,,,"Salish Sea,",65,PRIMRE,48.3005,-123.5248,PRIMRE,,,,,,,,PRIMRE,,Race Rocks Ecological Preserve,PRIMRE record,Inactive,Sub-scale,https://racerocks.ca/tidal-energy-turbine-removal/,PRIMRE only: not named in the reports,
P0603,Race Rocks Ecological Preserve 2nd Deployment,PRIMRE,,Race Rock | ~Race Rock Tidal Turbine,Clean Current,Race Rock Tidal Turbine,Canada,,tidal,yes,,,"Salish Sea,",65,PRIMRE,48.3005,-123.5248,PRIMRE,,,,,,,,PRIMRE,,Race Rocks Ecological Preserve 2nd Deployment,PRIMRE record,Inactive,Sub-scale,https://racerocks.ca/tidal-energy-turbine-removal/,PRIMRE only: not named in the reports,
P0604,Ramsey Sound DeltaStream Demonstration,PRIMRE,,~TEL DeltaStream | Ramsey Sound DeltaStream,Tidal Energy Ltd,TEL DeltaStream,United Kingdom,,tidal,yes,,,"Ramsey Sound, Wales",400,PRIMRE,51.8637,-5.3229,PRIMRE,,,,,,,,PRIMRE,,Ramsey Sound DeltaStream Demonstration,PRIMRE record,Inactive,Sub-scale,https://www.bbc.com/news/uk-wales-politics-38236014,PRIMRE only: not named in the reports,
P0605,Ramsey Sound Regeneration Tidal Project,PRIMRE,,Ramsey Sound Regeneration,Cambrian Offshore,,United Kingdom,,tidal,yes,,,"Ramsey Sound, Pembrokeshire, Wales, UK",1000,PRIMRE,51.8660,-5.3272,PRIMRE,,,,,,,,PRIMRE,,Ramsey Sound Regeneration Tidal Project,PRIMRE record,Active,Full-scale,https://cambrian-offshore.com/,PRIMRE only: not named in the reports,
